title,link,metadata
EntraPass (W10) Kantech Installation Guide,/viewer/document/gVnOZD2k514cbOVITkD_pg,"Brand: Exacq,Category: VMS Software,Document Type: Integration Guide"
FX-WRZSTRxx-0 Series Wireless Refrigerator/Freezer Temperature Transmitter and Probe Assemblies Catalog Page,/viewer/document/984VSfVakHDy9waBKtlVFA,"Business: Building Automation and Controls,Brand: Johnson Controls,Category: Wireless Sensor,Product: WRZ One-to-One Wireless Room Sensing System,Document Type: Catalog Page,Document Number: LIT-1900859"
FX-WRZSTRxx-0 Series Wireless Refrigerator/Freezer Temperature Transmitter and Probe Assemblies Product Bulletin,/viewer/document/X5JsTPj4ai2uM4euYrb31w,"Business: Building Automation and Controls,Brand: Johnson Controls,Category: Wireless Sensor,Product: WRZ One-to-One Wireless Room Sensing System,Document Type: Product Bulletin,Document Number: LIT-12011877"
GRINNELL G-FIRE Figure 577 Grooved Rigid Coupling 1 to 12 Inch (DN25 to DN300),/viewer/document/O4ChMOGPtSYV3nKcuRCK9Q,"Business: Tyco Fire,Brand: Tyco,Category: Grooved Products, Rigid Coupling,Product: GRINNELL G-FIRE Figure 577,Document Type: Datasheet,Document Number: TFP1854"
GRINNELL G-FIRE Figure 705 Grooved Flexible Coupling 1 to 12 Inch (DN25 to DN300),/viewer/document/ujgH4gnRDLD77emETgDJmQ,"Business: Tyco Fire,Brand: Tyco,Category: Grooved Flexible Coupling, Grooved Products,Product: GRINNELL G-FIRE Figure 705,Document Type: Datasheet,Document Number: TFP1820"
"GRINNELL G-FIRE Grooved Fittings, Ductile Iron",/viewer/document/pbq~BhEXScHXmYOIuOe69A,"Business: Tyco Fire,Brand: Tyco,Category: Grooved Fittings, Grooved Products,Document Type: Datasheet,Document Number: TFP1815"
Model QRS Electronic Accelerator (Quick Opening Device) For Dry Pipe or Preaction systems,/viewer/document/lC8Nnzevg04yDafKL1uQag,"Brand: Tyco,Category: Dry Pipe or Preaction systems"
"Model RC-1 Retard Chamber For Variable Pressure Wet Pipe Sprinkler Systems 300 psi (20,7 bar)",/viewer/document/uUXOJReS_QntUqxqtHkwTg,"Business: Tyco Fire,Brand: Tyco,Category: Retard Chamber, Wet System Valves and Accessories,Product: Model RC-1,Document Type: Datasheet,Document Number: TFP920"
Model TY720 16.8 K-factor Pendent Sprinkler Electronic Control,/viewer/document/_7mAnIv1cGdvI0PrSzdMDg,"Business: Tyco Fire,Brand: Tyco,Category: Pendent Sprinklers, Storage Sprinklers,Product: TY720,Document Type: Datasheet,Document Number: TFP325"
"RAPID RESPONSE Series LFII Residential Sprinklers 5.8 K-factor Horizontal Sidewall, NFPA 13 Optimized Wet Pipe Systems",/viewer/document/0SbGxz2a60gXXSE~5rCHXQ,"Business: Tyco Fire,Brand: Tyco,Category: Horizontal Sidewall Sprinklers, Residential Sprinklers,Product: TY4334,Series: Series LFII,Document Type: Datasheet,Document Number: TFP417"
"Series DS-1 Dry-Type Sprinklers 5.6K Horizontal Sidewall Standard and Quick Response, Extended Coverage",/viewer/document/tIBpDwt9BJBh8VKrOtI~UA,"Business: Tyco Fire,Brand: Tyco,Category: Dry Sprinklers, Horizontal Sidewall Sprinklers,Product: TY3338, TY3358,Series: Series DS-1,Document Type: Datasheet,Document Number: TFP520"
